"Player","Minutes","Apps","Starts","Subbed_On","Subbed.off","Goals","Yellows","Second_Yellows","Reds","Club","Season"
"Craig Gardner",2215,29,25,4,3,8,5,1,1,"birmingham-city",2010
"Nikola Zigic",1309,25,13,12,4,5,4,0,0,"birmingham-city",2010
"Keith Fahey",1526,24,19,5,11,1,2,0,0,"birmingham-city",2010
"Scott Dann",1800,20,20,0,0,2,4,0,0,"birmingham-city",2010
"Aliaksandr Hleb",1097,19,13,6,11,1,0,0,0,"birmingham-city",2010
"Jean Beausejour",893,17,9,8,6,2,0,0,0,"birmingham-city",2010
"Kevin Phillips",485,14,5,9,2,1,0,0,0,"birmingham-city",2010
"David Bentley",818,13,9,4,2,0,0,0,0,"birmingham-city",2010
"Matt Derbyshire",463,13,4,9,2,0,1,0,0,"birmingham-city",2010
"Martin Jiranek",784,10,10,0,3,0,2,0,0,"birmingham-city",2010
"David Murphy",421,10,3,7,0,0,2,0,0,"birmingham-city",2010
"Curtis Davies",335,6,2,4,0,0,1,0,0,"birmingham-city",2010
"Stuart Parnaby",405,5,5,0,2,0,1,0,0,"birmingham-city",2010
"Obafemi Martins",250,4,3,1,2,0,0,0,0,"birmingham-city",2010
"James McFadden",279,4,3,1,3,0,0,0,0,"birmingham-city",2010
"Jordon Mutch",244,3,3,0,1,0,1,0,0,"birmingham-city",2010
"Garry O Connor",151,3,2,1,2,0,0,0,0,"birmingham-city",2010
"Colin Doyle",50,1,0,1,0,0,0,0,0,"birmingham-city",2010
"Akwasi Asante",0,0,0,0,0,0,0,0,0,"birmingham-city",2010
"Michel",0,0,0,0,0,0,0,0,0,"birmingham-city",2010
"Nathan Redmond",0,0,0,0,0,0,0,0,0,"birmingham-city",2010
"Maik Taylor",0,0,0,0,0,0,0,0,0,"birmingham-city",2010
"Enric Valles",0,0,0,0,0,0,0,0,0,"birmingham-city",2010
"Luke Hubbins",0,0,0,0,0,0,0,0,0,"birmingham-city",2010
"Jake Jervis",0,0,0,0,0,0,0,0,0,"birmingham-city",2010
"Fraser Kerr",0,0,0,0,0,0,0,0,0,"birmingham-city",2010
"Jay OShea",0,0,0,0,0,0,0,0,0,"birmingham-city",2010
"Alpaslan Ozturk",0,0,0,0,0,0,0,0,0,"birmingham-city",2010
"Ashley Sammons",0,0,0,0,0,0,0,0,0,"birmingham-city",2010
"Matty Cash",3380,38,38,0,3,4,8,0,0,"aston-villa",2021
"Emiliano Martinez",3240,36,36,0,0,0,4,0,0,"aston-villa",2021
"Tyrone Mings",3188,36,35,1,0,1,11,0,0,"aston-villa",2021
"Emiliano Buendia",1902,35,22,13,17,4,1,0,0,"aston-villa",2021
"John McGinn",3093,35,35,0,3,3,8,0,0,"aston-villa",2021
"Ollie Watkins",2955,35,33,2,5,11,7,0,0,"aston-villa",2021
"Douglas Luiz",2722,34,31,3,9,2,7,0,0,"aston-villa",2021
"Jacob Ramsey",2478,34,29,5,15,6,6,0,0,"aston-villa",2021
"Danny Ings",1904,30,22,8,15,7,4,0,0,"aston-villa",2021
"Ezri Konsa",2482,29,29,0,3,2,4,1,1,"aston-villa",2021
"Ashley Young",1238,24,10,14,4,0,2,0,0,"aston-villa",2021
"Philippe Coutinho",1337,19,16,3,11,5,0,0,0,"aston-villa",2021
"Leon Bailey",755,18,7,11,5,1,3,0,0,"aston-villa",2021
"Matt Targett",1434,17,17,0,3,1,2,0,0,"aston-villa",2021
"Lucas Digne",1273,16,16,0,3,0,2,0,0,"aston-villa",2021
"Marvelous Nakamba",904,16,10,6,5,0,5,0,0,"aston-villa",2021
"Carney Chukwuemeka",293,12,2,10,2,0,0,0,0,"aston-villa",2021
"Calum Chambers",830,11,9,2,1,1,1,0,0,"aston-villa",2021
"Morgan Sanson",352,10,3,7,3,0,0,0,0,"aston-villa",2021
"Anwar El Ghazi",383,9,4,5,2,1,2,0,0,"aston-villa",2021
"Bertrand Traore",213,9,1,8,1,0,0,0,0,"aston-villa",2021
"Axel Tuanzebe",506,9,6,3,1,0,1,0,0,"aston-villa",2021
"Kortney Hause",397,7,4,3,1,1,0,0,0,"aston-villa",2021
"Cameron Archer",24,3,0,3,0,0,0,0,0,"aston-villa",2021
"Tim Iroegbunam",91,3,1,2,1,0,1,0,0,"aston-villa",2021
"Keinan Davis",11,1,0,1,0,0,0,0,0,"aston-villa",2021
"Robin Olsen",90,1,1,0,0,0,0,0,0,"aston-villa",2021
"Jaden Philogene",4,1,0,1,0,0,0,0,0,"aston-villa",2021
"Jed Steer",90,1,1,0,0,0,0,0,0,"aston-villa",2021
"Mahmoud Trezeguet",10,1,0,1,0,0,0,0,0,"aston-villa",2021
"Wesley",1,1,0,1,0,0,0,0,0,"aston-villa",2021
"Lamare Bogarde",0,0,0,0,0,0,0,0,0,"aston-villa",2021
"Ben Chrisene",0,0,0,0,0,0,0,0,0,"aston-villa",2021
"Josh Feeney",0,0,0,0,0,0,0,0,0,"aston-villa",2021
"Frederic Guilbert",0,0,0,0,0,0,0,0,0,"aston-villa",2021
"Conor Hourihane",0,0,0,0,0,0,0,0,0,"aston-villa",2021
"Kaine Kesler-Hayden",0,0,0,0,0,0,0,0,0,"aston-villa",2021
"Filip Marshall",0,0,0,0,0,0,0,0,0,"aston-villa",2021
"Tommi O Reilly",0,0,0,0,0,0,0,0,0,"aston-villa",2021
"Aaron Ramsey",0,0,0,0,0,0,0,0,0,"aston-villa",2021
"Viljami Sinisalo",0,0,0,0,0,0,0,0,0,"aston-villa",2021
"Hayden Lindley",0,0,0,0,0,0,0,0,0,"aston-villa",2021
"Sil Swinkels",0,0,0,0,0,0,0,0,0,"aston-villa",2021
"Emiliano Buendia",2421,38,27,11,19,5,0,0,0,"aston-villa",2022
"Ezri Konsa",3323,38,37,1,1,0,6,0,0,"aston-villa",2022
"Douglas Luiz",2933,37,33,4,9,6,6,0,1,"aston-villa",2022
"Ollie Watkins",3134,37,36,1,10,15,4,0,0,"aston-villa",2022
"Emiliano Martinez",3141,36,36,0,2,0,7,0,0,"aston-villa",2022
"Tyrone Mings",3150,35,35,0,0,1,7,0,0,"aston-villa",2022
"Jacob Ramsey",2647,35,31,4,15,6,5,0,0,"aston-villa",2022
"John McGinn",2696,34,30,4,8,1,7,0,0,"aston-villa",2022
"Leon Bailey",1983,33,26,7,22,4,4,0,0,"aston-villa",2022
"Ashley Young",2039,29,23,6,8,1,7,0,0,"aston-villa",2022
"Lucas Digne",1500,28,18,10,8,1,5,0,0,"aston-villa",2022
"Matty Cash",1820,26,20,6,5,0,4,0,0,"aston-villa",2022
"Boubacar Kamara",1780,24,21,3,7,0,4,0,0,"aston-villa",2022
"Leander Dendoncker",688,20,7,13,5,0,0,0,0,"aston-villa",2022
"Philippe Coutinho",783,20,7,13,6,1,3,0,0,"aston-villa",2022
"Alex Moreno",1335,19,14,5,10,0,3,0,0,"aston-villa",2022
"Danny Ings",818,18,8,10,5,6,3,0,0,"aston-villa",2022
"Calum Chambers",344,14,2,12,0,0,2,0,0,"aston-villa",2022
"Jhon Duran",126,12,0,12,0,0,1,0,0,"aston-villa",2022
"Bertrand Traore",227,8,1,7,1,2,1,0,0,"aston-villa",2022
"Cameron Archer",43,6,0,6,0,0,0,0,0,"aston-villa",2022
"Robin Olsen",280,4,2,2,0,0,0,0,0,"aston-villa",2022
"Ludwig Augustinsson",75,3,1,2,1,0,1,0,0,"aston-villa",2022
"Jan Bednarek",100,3,1,2,1,0,0,0,0,"aston-villa",2022
"Diego Carlos",204,3,2,1,1,0,0,0,0,"aston-villa",2022
"Morgan Sanson",10,2,0,2,0,0,0,0,0,"aston-villa",2022
"Lamare Bogarde",0,0,0,0,0,0,0,0,0,"aston-villa",2022
"Tim Iroegbunam",0,0,0,0,0,0,0,0,0,"aston-villa",2022
"Filip Marshall",0,0,0,0,0,0,0,0,0,"aston-villa",2022
"Marvelous Nakamba",0,0,0,0,0,0,0,0,0,"aston-villa",2022
"Tommi O Reilly",0,0,0,0,0,0,0,0,0,"aston-villa",2022
"Travis Patterson",0,0,0,0,0,0,0,0,0,"aston-villa",2022
"Sebastian Revan",0,0,0,0,0,0,0,0,0,"aston-villa",2022
"Viljami Sinisalo",0,0,0,0,0,0,0,0,0,"aston-villa",2022
"Sil Swinkels",0,0,0,0,0,0,0,0,0,"aston-villa",2022
"James Wright",0,0,0,0,0,0,0,0,0,"aston-villa",2022
"Kadan Young",0,0,0,0,0,0,0,0,0,"aston-villa",2022
"Oliwier Zych",0,0,0,0,0,0,0,0,0,"aston-villa",2022
"Josh Feeney",0,0,0,0,0,0,0,0,0,"aston-villa",2022
"Jed Steer",0,0,0,0,0,0,0,0,0,"aston-villa",2022
"Emiliano Martinez",3420,38,38,0,0,0,1,0,0,"aston-villa",2020
"Matt Targett",3405,38,38,0,1,0,7,0,0,"aston-villa",2020
"John McGinn",3330,37,37,0,0,3,12,0,0,"aston-villa",2020
"Ollie Watkins",3329,37,37,0,0,14,2,1,0,"aston-villa",2020
"Ezri Konsa",3196,36,35,1,0,2,3,0,0,"aston-villa",2020
"Tyrone Mings",3195,36,36,0,0,2,4,1,0,"aston-villa",2020
"Bertrand Traore",2332,36,29,7,24,7,1,0,0,"aston-villa",2020
"Douglas Luiz",2790,33,32,1,10,0,8,1,0,"aston-villa",2020
"Matty Cash",2377,28,28,0,5,0,6,1,0,"aston-villa",2020
"Anwar El Ghazi",1611,28,17,11,11,10,2,0,0,"aston-villa",2020
"Jack Grealish",2185,26,24,2,2,6,6,0,0,"aston-villa",2020
"Ross Barkley",1536,24,18,6,12,3,0,0,0,"aston-villa",2020
"Jacob Ramsey",616,22,6,16,6,0,0,0,0,"aston-villa",2020
"Mahmoud Trezeguet",1167,21,12,9,10,2,0,0,0,"aston-villa",2020
"Keinan Davis",265,15,1,14,0,1,0,0,0,"aston-villa",2020
"Ahmed Elmohamady",834,14,8,6,0,0,2,0,0,"aston-villa",2020
"Marvelous Nakamba",751,13,9,4,4,0,3,0,0,"aston-villa",2020
"Morgan Sanson",291,9,3,6,3,0,3,0,0,"aston-villa",2020
"Kortney Hause",630,7,7,0,0,1,2,0,0,"aston-villa",2020
"Conor Hourihane",228,4,3,1,3,1,0,0,0,"aston-villa",2020
"Wesley",16,3,0,3,0,0,0,0,0,"aston-villa",2020
"Carney Chukwuemeka",18,2,0,2,0,0,0,0,0,"aston-villa",2020
"Jaden Philogene",1,1,0,1,0,0,0,0,0,"aston-villa",2020
"Neil Taylor",15,1,0,1,0,0,1,0,0,"aston-villa",2020
"Bjorn Engels",0,0,0,0,0,0,0,0,0,"aston-villa",2020
"Frederic Guilbert",0,0,0,0,0,0,0,0,0,"aston-villa",2020
"Tom Heaton",0,0,0,0,0,0,0,0,0,"aston-villa",2020
"Kaine Kesler-Hayden",0,0,0,0,0,0,0,0,0,"aston-villa",2020
"Jed Steer",0,0,0,0,0,0,0,0,0,"aston-villa",2020
"Louie Barry",0,0,0,0,0,0,0,0,0,"aston-villa",2020
"Lamare Bogarde",0,0,0,0,0,0,0,0,0,"aston-villa",2020
"Mungo Bridge",0,0,0,0,0,0,0,0,0,"aston-villa",2020
"Ben Chrisene",0,0,0,0,0,0,0,0,0,"aston-villa",2020
"Frankie Ealing",0,0,0,0,0,0,0,0,0,"aston-villa",2020
"Taylor-Jay Hart",0,0,0,0,0,0,0,0,0,"aston-villa",2020
"Hayden Lindley",0,0,0,0,0,0,0,0,0,"aston-villa",2020
"Akos Onodi",0,0,0,0,0,0,0,0,0,"aston-villa",2020
"Arjan Raikhy",0,0,0,0,0,0,0,0,0,"aston-villa",2020
"Callum Rowe",0,0,0,0,0,0,0,0,0,"aston-villa",2020
"Teddy Rowe",0,0,0,0,0,0,0,0,0,"aston-villa",2020
"Sil Swinkels",0,0,0,0,0,0,0,0,0,"aston-villa",2020
"Mamadou Dialla Sylla",0,0,0,0,0,0,0,0,0,"aston-villa",2020
"Michael Tait",0,0,0,0,0,0,0,0,0,"aston-villa",2020
"Jake Walker",0,0,0,0,0,0,0,0,0,"aston-villa",2020
"Brad Young",0,0,0,0,0,0,0,0,0,"aston-villa",2020
"Oliwier Zych",0,0,0,0,0,0,0,0,0,"aston-villa",2020
"Douglas Luiz",2608,36,28,8,4,3,8,0,0,"aston-villa",2019
"Jack Grealish",3234,36,36,0,1,8,8,0,0,"aston-villa",2019
"Anwar El Ghazi",2061,34,26,8,17,4,3,0,0,"aston-villa",2019
"Mahmoud Trezeguet",1950,34,20,14,14,6,2,1,0,"aston-villa",2019
"Tyrone Mings",2903,33,33,0,1,2,7,0,0,"aston-villa",2019
"Marvelous Nakamba",1835,29,19,10,9,0,5,0,0,"aston-villa",2019
"John McGinn",2316,28,27,1,6,3,3,0,0,"aston-villa",2019
"Matt Targett",2294,28,27,1,5,1,4,0,0,"aston-villa",2019
"Conor Hourihane",1538,27,18,9,14,3,4,0,0,"aston-villa",2019
"Frederic Guilbert",2041,25,22,3,3,0,7,0,0,"aston-villa",2019
"Ezri Konsa",2043,25,24,1,5,1,3,0,0,"aston-villa",2019
"Wesley",1790,21,21,0,8,5,3,0,0,"aston-villa",2019
"Tom Heaton",1795,20,20,0,1,0,0,0,0,"aston-villa",2019
"Keinan Davis",538,18,4,14,4,0,0,0,0,"aston-villa",2019
"Ahmed Elmohamady",1026,18,11,7,2,1,1,0,0,"aston-villa",2019
"Kortney Hause",1544,18,17,1,0,1,3,0,0,"aston-villa",2019
"Bjorn Engels",1447,17,15,2,1,1,1,0,0,"aston-villa",2019
"Mbwana Samatta",946,14,11,3,6,1,1,0,0,"aston-villa",2019
"Neil Taylor",1090,14,11,3,1,0,2,0,0,"aston-villa",2019
"Pepe Reina",1080,12,12,0,0,0,1,0,0,"aston-villa",2019
"Henri Lansbury",192,10,2,8,2,0,0,0,0,"aston-villa",2019
"Jota Peleteiro",333,10,4,6,4,0,0,0,0,"aston-villa",2019
"Orjan Nyland",537,7,5,2,0,0,0,0,0,"aston-villa",2019
"Jonathan Kodjia",111,6,0,6,0,0,1,0,0,"aston-villa",2019
"Danny Drinkwater",263,4,4,0,4,0,1,0,0,"aston-villa",2019
"Indiana Vassilev",47,4,0,4,0,0,0,0,0,"aston-villa",2019
"Borja Baston",16,2,0,2,0,0,0,0,0,"aston-villa",2019
"Jed Steer",8,1,1,0,1,0,0,0,0,"aston-villa",2019
"James Chester",0,0,0,0,0,0,0,0,0,"aston-villa",2019
"Lovre Kalinic",0,0,0,0,0,0,0,0,0,"aston-villa",2019
"Kaine Kesler-Hayden",0,0,0,0,0,0,0,0,0,"aston-villa",2019
"Jacob Ramsey",0,0,0,0,0,0,0,0,0,"aston-villa",2019
"Dominic Revan",0,0,0,0,0,0,0,0,0,"aston-villa",2019
"Matija Sarkic",0,0,0,0,0,0,0,0,0,"aston-villa",2019
"Gabriel Agbonlahor",2692,34,30,4,6,6,7,0,1,"aston-villa",2014
"Brad Guzan",3060,34,34,0,0,0,2,0,0,"aston-villa",2014
"Tom Cleverley",2520,31,31,0,13,3,6,0,0,"aston-villa",2014
"Andreas Weimann",1779,31,20,11,14,3,5,0,0,"aston-villa",2014
"Alan Hutton",2418,30,27,3,1,1,8,0,0,"aston-villa",2014
"Christian Benteke",2380,29,26,3,3,13,1,0,1,"aston-villa",2014
"Fabian Delph",2434,28,27,1,0,0,1,0,1,"aston-villa",2014
"Carlos Sanchez",1986,28,20,8,5,1,6,1,0,"aston-villa",2014
"Charles N Zogbia",1431,27,19,8,18,0,3,0,0,"aston-villa",2014
"Ashley Westwood",2152,27,25,2,5,0,4,0,0,"aston-villa",2014
"Aly Cissokho",2132,25,24,1,6,0,1,0,0,"aston-villa",2014
"Ciaran Clark",1992,25,22,3,4,1,8,1,0,"aston-villa",2014
"Jores Okore",2009,23,22,1,0,1,6,0,0,"aston-villa",2014
"Kieran Richardson",1344,22,16,6,6,0,2,0,1,"aston-villa",2014
"Ron Vlaar",1647,20,19,1,1,0,3,1,0,"aston-villa",2014
"Leandro Bacuna",981,19,10,9,6,0,1,0,0,"aston-villa",2014
"Jack Grealish",815,17,7,10,4,0,0,0,0,"aston-villa",2014
"Joe Cole",279,12,3,9,3,1,0,0,0,"aston-villa",2014
"Matthew Lowton",754,12,8,4,1,0,2,0,0,"aston-villa",2014
"Nathan Baker",763,11,8,3,2,0,0,0,0,"aston-villa",2014
"Scott Sinclair",461,9,5,4,2,1,0,0,0,"aston-villa",2014
"Philippe Senderos",632,8,7,1,0,0,2,0,0,"aston-villa",2014
"Darren Bent",79,7,0,7,0,0,0,0,0,"aston-villa",2014
"Carles Gil",359,5,4,1,1,0,1,0,0,"aston-villa",2014
"Shay Given",270,3,3,0,0,0,1,0,0,"aston-villa",2014
"Rushian Hepburn-Murphy",7,1,0,1,0,0,0,0,0,"aston-villa",2014
"Jed Steer",90,1,1,0,0,0,0,0,0,"aston-villa",2014
"Riccardo Calder",0,0,0,0,0,0,0,0,0,"aston-villa",2014
"Karim El Ahmadi",0,0,0,0,0,0,0,0,0,"aston-villa",2014
"Andre Green",0,0,0,0,0,0,0,0,0,"aston-villa",2014
"Chris Herd",0,0,0,0,0,0,0,0,0,"aston-villa",2014
"Lewis Kinsella",0,0,0,0,0,0,0,0,0,"aston-villa",2014
"Callum Robinson",0,0,0,0,0,0,0,0,0,"aston-villa",2014
"Gary Gardner",0,0,0,0,0,0,0,0,0,"aston-villa",2014
"Libor Kozak",0,0,0,0,0,0,0,0,0,"aston-villa",2014
"Idrissa Gueye",3076,35,35,0,5,0,10,0,0,"aston-villa",2015
"Rudy Gestede",1657,32,14,18,3,5,2,0,0,"aston-villa",2015
"Ashley Westwood",2719,32,31,1,3,2,6,0,0,"aston-villa",2015
"Leandro Bacuna",2418,31,27,4,5,1,8,0,0,"aston-villa",2015
"Jordan Ayew",2353,30,27,3,7,7,6,0,1,"aston-villa",2015
"Joleon Lescott",2631,30,30,0,2,3,2,0,0,"aston-villa",2015
"Brad Guzan",2520,28,28,0,0,0,2,0,0,"aston-villa",2015
"Alan Hutton",2330,28,26,2,1,0,6,1,0,"aston-villa",2015
"Scott Sinclair",1597,27,19,8,10,2,0,0,0,"aston-villa",2015
"Jordan Veretout",1824,25,21,4,8,0,4,0,0,"aston-villa",2015
"Micah Richards",2045,24,23,1,3,1,3,0,0,"aston-villa",2015
"Carles Gil",1439,23,17,6,12,2,3,0,0,"aston-villa",2015
"Carlos Sanchez",1370,20,16,4,7,0,3,0,0,"aston-villa",2015
"Aly Cissokho",1603,18,18,0,0,0,3,0,1,"aston-villa",2015
"Ciaran Clark",1442,18,16,2,0,1,6,0,0,"aston-villa",2015
"Jack Grealish",832,16,9,7,5,1,1,0,0,"aston-villa",2015
"Gabriel Agbonlahor",1037,15,13,2,7,1,0,0,0,"aston-villa",2015
"Jores Okore",1080,12,12,0,0,0,1,0,0,"aston-villa",2015
"Kieran Richardson",723,11,8,3,3,0,4,0,0,"aston-villa",2015
"Adama Traore",184,10,0,10,1,0,1,0,0,"aston-villa",2015
"Jordan Amavi",836,10,9,1,0,0,2,0,0,"aston-villa",2015
"Mark Bunn",900,10,10,0,0,0,2,0,0,"aston-villa",2015
"Libor Kozak",258,4,3,1,1,0,0,0,0,"aston-villa",2015
"Jordan Lyden",153,4,2,2,2,0,0,0,0,"aston-villa",2015
"Kevin Toner",315,4,3,1,0,0,0,0,0,"aston-villa",2015
"Andre Green",57,2,0,2,0,0,0,0,0,"aston-villa",2015
"Charles N Zogbia",41,2,0,2,0,0,0,0,0,"aston-villa",2015
"Angel Crespo",90,1,1,0,0,0,0,0,0,"aston-villa",2015
"Rushian Hepburn-Murphy",1,1,0,1,0,0,0,0,0,"aston-villa",2015
"Nathan Baker",0,0,0,0,0,0,0,0,0,"aston-villa",2015
"Joe Bennett",0,0,0,0,0,0,0,0,0,"aston-villa",2015
"Joe Cole",0,0,0,0,0,0,0,0,0,"aston-villa",2015
"Keinan Davis",0,0,0,0,0,0,0,0,0,"aston-villa",2015
"Niall Mason",0,0,0,0,0,0,0,0,0,"aston-villa",2015
"Tiago Ilori",0,0,0,0,0,0,0,0,0,"aston-villa",2015
"Corey Blackett-Taylor",0,0,0,0,0,0,0,0,0,"aston-villa",2015
"Lewis Kinsella",0,0,0,0,0,0,0,0,0,"aston-villa",2015
"Matija Sarkic",0,0,0,0,0,0,0,0,0,"aston-villa",2015
"Easah Suliman",0,0,0,0,0,0,0,0,0,"aston-villa",2015
"Bradley Watkins",0,0,0,0,0,0,0,0,0,"aston-villa",2015
"Brad Guzan",3420,38,38,0,0,0,1,0,0,"aston-villa",2013
"Andreas Weimann",2657,37,31,6,17,5,1,0,0,"aston-villa",2013
"Leandro Bacuna",2596,35,28,7,3,5,6,0,0,"aston-villa",2013
"Ashley Westwood",3080,35,35,0,4,3,7,0,0,"aston-villa",2013
"Fabian Delph",3003,34,33,1,0,3,7,0,0,"aston-villa",2013
"Ron Vlaar",2806,32,32,0,3,0,4,0,0,"aston-villa",2013
"Karim El Ahmadi",2189,31,26,5,15,2,7,0,0,"aston-villa",2013
"Gabriel Agbonlahor",2445,30,29,1,7,4,7,0,0,"aston-villa",2013
"Nathan Baker",2479,30,29,1,2,0,6,0,0,"aston-villa",2013
"Ciaran Clark",2202,27,23,4,2,0,8,0,0,"aston-villa",2013
"Christian Benteke",2128,26,24,2,4,10,4,0,0,"aston-villa",2013
"Matthew Lowton",1662,23,18,5,3,0,4,0,0,"aston-villa",2013
"Marc Albrighton",968,19,9,10,4,0,4,0,0,"aston-villa",2013
"Antonio Luna",1382,17,16,1,2,1,2,0,0,"aston-villa",2013
"Aleksandar Tonev",597,17,6,11,5,0,0,0,0,"aston-villa",2013
"Ryan Bertrand",1391,16,16,0,5,0,3,0,0,"aston-villa",2013
"Libor Kozak",781,14,8,6,5,4,1,0,0,"aston-villa",2013
"Yacouba Sylla",549,11,5,6,2,0,1,0,0,"aston-villa",2013
"Grant Holt",376,10,3,7,1,1,1,0,0,"aston-villa",2013
"Jordan Bowery",234,9,2,7,2,0,0,0,0,"aston-villa",2013
"Joe Bennett",243,5,3,2,3,0,2,0,0,"aston-villa",2013
"Callum Robinson",46,4,0,4,0,0,0,0,0,"aston-villa",2013
"Nicklas Helenius",50,3,0,3,0,0,0,0,0,"aston-villa",2013
"Jores Okore",167,3,2,1,1,0,0,0,0,"aston-villa",2013
"Chris Herd",171,2,2,0,1,0,2,0,0,"aston-villa",2013
"Jack Grealish",2,1,0,1,0,0,0,0,0,"aston-villa",2013
"Janoi Donacien",0,0,0,0,0,0,0,0,0,"aston-villa",2013
"Gary Gardner",0,0,0,0,0,0,0,0,0,"aston-villa",2013
"Daniel Johnson",0,0,0,0,0,0,0,0,0,"aston-villa",2013
"Jed Steer",0,0,0,0,0,0,0,0,0,"aston-villa",2013
"Graham Burke",0,0,0,0,0,0,0,0,0,"aston-villa",2013
"Samir Carruthers",0,0,0,0,0,0,0,0,0,"aston-villa",2013
"Charles N Zogbia",0,0,0,0,0,0,0,0,0,"aston-villa",2013
"Matthew Lowton",3267,37,37,0,1,2,10,0,0,"aston-villa",2012
"Brad Guzan",3240,36,36,0,0,0,2,0,0,"aston-villa",2012
"Christian Benteke",2822,34,32,2,4,19,7,1,0,"aston-villa",2012
"Andreas Weimann",2252,30,26,4,14,7,4,0,0,"aston-villa",2012
"Ashley Westwood",2463,30,28,2,7,0,2,0,0,"aston-villa",2012
"Ciaran Clark",2498,29,28,1,0,1,6,0,1,"aston-villa",2012
"Gabriel Agbonlahor",2188,28,24,4,5,9,4,0,0,"aston-villa",2012
"Brett Holman",1426,27,16,11,11,1,1,0,0,"aston-villa",2012
"Ron Vlaar",2391,27,27,0,1,2,1,0,0,"aston-villa",2012
"Nathan Baker",2002,26,25,1,6,0,4,0,0,"aston-villa",2012
"Joe Bennett",1865,25,21,4,2,0,2,1,0,"aston-villa",2012
"Barry Bannan",1628,24,18,6,8,0,3,0,0,"aston-villa",2012
"Fabian Delph",1703,24,19,5,4,0,7,0,0,"aston-villa",2012
"Charles N Zogbia",995,21,11,10,9,2,1,0,0,"aston-villa",2012
"Karim El Ahmadi",1172,20,12,8,3,1,5,0,0,"aston-villa",2012
"Eric Lichaj",1136,17,9,8,4,0,6,0,0,"aston-villa",2012
"Darren Bent",807,16,8,8,2,3,1,0,0,"aston-villa",2012
"Stephen Ireland",782,13,9,4,6,0,1,0,0,"aston-villa",2012
"Yacouba Sylla",596,11,7,4,4,0,3,0,0,"aston-villa",2012
"Jordan Bowery",296,10,3,7,3,0,0,0,0,"aston-villa",2012
"Marc Albrighton",429,9,4,5,3,0,0,0,0,"aston-villa",2012
"Chris Herd",754,9,9,0,2,0,1,0,0,"aston-villa",2012
"Enda Stevens",471,7,6,1,2,0,1,0,0,"aston-villa",2012
"Simon Dawkins",72,4,0,4,0,0,0,0,0,"aston-villa",2012
"Gary Gardner",19,2,0,2,0,0,0,0,0,"aston-villa",2012
"Shay Given",180,2,2,0,0,0,0,0,0,"aston-villa",2012
"Nathan Delfouneso",46,1,1,0,1,0,0,0,0,"aston-villa",2012
"Derrick Williams",25,1,0,1,0,0,0,0,0,"aston-villa",2012
"Graham Burke",0,0,0,0,0,0,0,0,0,"aston-villa",2012
"Samir Carruthers",0,0,0,0,0,0,0,0,0,"aston-villa",2012
"Andy Marshall",0,0,0,0,0,0,0,0,0,"aston-villa",2012
"Richard Dunne",0,0,0,0,0,0,0,0,0,"aston-villa",2012
"Stilian Petrov",0,0,0,0,0,0,0,0,0,"aston-villa",2012
"Stephen Warnock",3056,35,34,1,3,2,6,0,0,"aston-villa",2011
"Gabriel Agbonlahor",2765,33,32,1,4,5,6,0,0,"aston-villa",2011
"James Collins",2780,32,31,1,1,1,7,0,0,"aston-villa",2011
"Shay Given",2828,32,32,0,1,0,1,0,0,"aston-villa",2011
"Alan Hutton",2594,31,29,2,3,0,5,1,0,"aston-villa",2011
"Charles N Zogbia",2080,30,24,6,12,2,4,0,0,"aston-villa",2011
"Barry Bannan",1249,28,10,18,5,1,2,0,0,"aston-villa",2011
"Richard Dunne",2519,28,28,0,1,1,7,0,0,"aston-villa",2011
"Emile Heskey",1462,28,18,10,12,1,3,0,0,"aston-villa",2011
"Stilian Petrov",2327,27,26,1,5,4,7,0,0,"aston-villa",2011
"Marc Albrighton",1491,26,15,11,6,2,3,0,0,"aston-villa",2011
"Stephen Ireland",1589,24,19,5,6,1,2,0,0,"aston-villa",2011
"Darren Bent",1861,22,21,1,4,9,1,0,0,"aston-villa",2011
"Chris Herd",1476,19,19,0,10,1,2,0,1,"aston-villa",2011
"Carlos Cuellar",1494,18,17,1,3,0,2,0,0,"aston-villa",2011
"Ciaran Clark",1147,15,13,2,5,1,3,0,0,"aston-villa",2011
"Gary Gardner",605,14,5,9,2,0,1,0,0,"aston-villa",2011
"Andreas Weimann",534,14,5,9,3,2,0,0,0,"aston-villa",2011
"Fabian Delph",854,11,10,1,5,0,3,0,0,"aston-villa",2011
"Eric Lichaj",822,10,9,1,0,1,3,0,0,"aston-villa",2011
"Nathan Baker",550,8,6,2,0,0,0,0,0,"aston-villa",2011
"Brad Guzan",592,7,6,1,0,0,0,0,0,"aston-villa",2011
"Nathan Delfouneso",164,6,1,5,0,0,0,0,0,"aston-villa",2011
"Robbie Keane",458,6,5,1,1,3,0,0,0,"aston-villa",2011
"Samir Carruthers",20,3,0,3,0,0,1,0,0,"aston-villa",2011
"Jermaine Jenas",107,3,1,2,1,0,0,0,0,"aston-villa",2011
"Luke Young",146,2,2,0,1,0,0,0,0,"aston-villa",2011
"Habib Beye",0,0,0,0,0,0,0,0,0,"aston-villa",2011
"Graham Burke",0,0,0,0,0,0,0,0,0,"aston-villa",2011
"Jack Grealish",0,0,0,0,0,0,0,0,0,"aston-villa",2011
"Daniel Johnson",0,0,0,0,0,0,0,0,0,"aston-villa",2011
